0, 0, Header, 1, 4, 1024
1, 0, Start_track
1, 0, Title_t, "Modified"
1, 0, Key_signature, 0, "major"
1, 0, Time_signature, 4, 2, 24, 8
1, 1024, Note_on_c, 0, 74, 90
1, 2048, Note_off_c, 0, 74, 0
1, 2048, Note_on_c, 0, 72, 90
1, 3072, Note_off_c, 0, 72, 0
1, 3072, Note_on_c, 0, 74, 90
1, 4096, Note_off_c, 0, 74, 0
1, 4096, Note_on_c, 0, 70, 90
1, 5120, Note_off_c, 0, 70, 0
1, 5120, Note_on_c, 0, 69, 90
1, 6144, Note_off_c, 0, 69, 0
1, 6144, Note_on_c, 0, 67, 90
1, 7168, Note_off_c, 0, 67, 0
1, 7168, Note_on_c, 0, 69, 90
1, 8192, Note_off_c, 0, 69, 0
1, 8192, Note_on_c, 0, 67, 90
1, 9216, Note_off_c, 0, 67, 0
1, 9216, Note_on_c, 0, 67, 90
1, 10240, Note_off_c, 0, 67, 0
1, 10240, Note_on_c, 0, 72, 90
1, 11264, Note_off_c, 0, 72, 0
1, 11264, Note_on_c, 0, 70, 90
1, 12288, Note_off_c, 0, 70, 0
1, 12288, Note_on_c, 0, 62, 90
1, 13312, Note_off_c, 0, 62, 0
1, 13312, Note_on_c, 0, 54, 90
1, 14336, Note_off_c, 0, 54, 0
1, 14336, Note_on_c, 0, 46, 90
1, 15360, Note_off_c, 0, 46, 0
1, 15360, Note_on_c, 0, 38, 90
1, 16384, Note_off_c, 0, 38, 0
1, 16384, Note_on_c, 0, 42, 90
1, 17408, Note_off_c, 0, 42, 0
1, 17408, Note_on_c, 0, 46, 90
1, 18432, Note_off_c, 0, 46, 0
1, 18432, Note_on_c, 0, 38, 90
1, 19456, Note_off_c, 0, 38, 0
1, 19456, Note_on_c, 0, 30, 90
1, 20480, Note_off_c, 0, 30, 0
1, 20480, Note_on_c, 0, 22, 90
1, 21504, Note_off_c, 0, 22, 0
1, 21504, Note_on_c, 0, 14, 90
1, 22528, Note_off_c, 0, 14, 0
1, 22528, Note_on_c, 0, 18, 90
1, 23552, Note_off_c, 0, 18, 0
1, 23552, Note_on_c, 0, 22, 90
1, 24576, Note_off_c, 0, 22, 0
1, 24576, Note_on_c, 0, 14, 90
1, 25600, Note_off_c, 0, 14, 0
1, 25600, Note_on_c, 0, 6, 90
1, 26624, Note_off_c, 0, 6, 0
1, 0, End_track
0, 0, End_of_file
